"paper_method","project","dataset","seed","epochs","runtime_mins","run_id","raw_method","ppo_used"
"StablePrompt-RAE","mmlu","BUSINESS_ETHICS","","30.0","5.6","l5ywecmk","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CLINICAL_KNOWLEDGE","","30.0","8.63","s7z1ls5s","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_BIOLOGY","","30.0","6.38","i7ko8kq3","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_CHEMISTRY","","30.0","5.62","t2a4daw8","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_COMPUTER_SCIENCE","","30.0","6.07","zfc7fxsg","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MATHEMATICS","","30.0","5.82","ec6xa8d1","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MEDICINE","","30.0","8.32","csd7oiyy","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_PHYSICS","","30.0","5.78","vsqpv5bv","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COMPUTER_SECURITY","","30.0","5.85","uauwo1fx","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CONCEPTUAL_PHYSICS","","30.0","7.97","ugl2nxau","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ECONOMETRICS","","30.0","6.2","33zjk1gf","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELECTRICAL_ENGINEERING","","30.0","6.28","nykbk99n","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELEMENTARY_MATHEMATICS","","30.0","11.35","xqjfm9c8","AlgPrompt","False"
"StablePrompt-RAE","mmlu","FORMAL_LOGIC","","30.0","6.75","j7rmfngq","AlgPrompt","False"
"StablePrompt-RAE","mmlu","GLOBAL_FACTS","","30.0","5.38","gv4tl1dz","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_BIOLOGY","","30.0","9.95","ami1mh0j","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_CHEMISTRY","","30.0","8.32","5kom0go7","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_COMPUTER_SCIENCE","","30.0","5.95","v0idcwrz","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_GEOGRAPHY","","30.0","7.35","ulokorg4","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","","30.0","7.3","7r72h4uj","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MACROECONOMICS","","30.0","10.97","n7ud92fh","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MATHEMATICS","","30.0","9.08","738abr4q","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MICROECONOMICS","","30.0","8.33","amnlglhy","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_PHYSICS","","30.0","7.18","xy552pie","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_PSYCHOLOGY","","30.0","13.97","ohkyxdk8","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_STATISTICS","","30.0","8.88","y35a0xdv","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HUMAN_AGING","","30.0","7.53","tam1wkgj","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HUMAN_SEXUALITY","","30.0","5.97","mjytq255","AlgPrompt","False"
"StablePrompt-RAE","mmlu","INTERNATIONAL_LAW","","30.0","6.13","lqqwrytr","AlgPrompt","False"
"StablePrompt-RAE","mmlu","JURISPRUDENCE","","30.0","5.52","g8pxxj3p","AlgPrompt","False"
"StablePrompt-RAE","mmlu","LOGICAL_FALLACIES","","30.0","6.75","5cx1yv20","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MACHINE_LEARNING","","30.0","5.98","71qto5rf","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MANAGEMENT","","30.0","5.37","8i4zs04x","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MARKETING","","30.0","8.13","7r6uyki5","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MEDICAL_GENETICS","","30.0","5.38","z8gfe581","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MISCELLANEOUS","","30.0","18.32","ealdu0gg","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MORAL_DISPUTES","","30.0","10.4","k7jkgmun","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MORAL_SCENARIOS","","30.0","22.93","reluhtps","AlgPrompt","False"
"StablePrompt-RAE","mmlu","NUTRITION","","30.0","9.6","esix242i","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PHILOSOPHY","","30.0","9.52","6k7opmjg","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PREHISTORY","","30.0","9.78","ihl7liv2","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_ACCOUNTING","","30.0","10.23","e2wp27zg","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_MEDICINE","","30.0","12.48","lo1z1b1i","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_PSYCHOLOGY","","30.0","16.4","khu63n2f","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PUBLIC_RELATIONS","","30.0","5.73","mqj24dtr","AlgPrompt","False"
"StablePrompt-RAE","mmlu","SECURITY_STUDIES","","30.0","10.72","nt7g0a5a","AlgPrompt","False"
"StablePrompt-RAE","mmlu","SOCIOLOGY","","30.0","7.37","4dnyuvng","AlgPrompt","False"
"StablePrompt-RAE","mmlu","US_FOREIGN_POLICY","","30.0","5.57","nxuxwvb0","AlgPrompt","False"
"StablePrompt-RAE","mmlu","VIROLOGY","","30.0","6.85","7ed7kuvb","AlgPrompt","False"
"StablePrompt-RAE","mmlu","WORLD_RELIGIONS","","30.0","6.78","xhwc2zjf","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ABSTRACT_ALGEBRA","","30.0","5.53","w0nxue9l","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ANATOMY","","30.0","6.03","te42h38z","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ASTRONOMY","","30.0","6.77","i34s22ug","AlgPrompt","False"
"StablePrompt-RAE","mmlu","BUSINESS_ETHICS","","30.0","5.55","yjukp10v","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CLINICAL_KNOWLEDGE","","30.0","8.58","epforthd","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_BIOLOGY","","30.0","6.38","719fpm3v","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_CHEMISTRY","","30.0","5.47","ks015d43","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_COMPUTER_SCIENCE","","30.0","6.2","d2k6q89f","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MATHEMATICS","","30.0","5.72","pb6vgh92","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MEDICINE","","30.0","8.23","303azuhi","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_PHYSICS","","30.0","5.82","6xwxanbl","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COMPUTER_SECURITY","","30.0","5.93","hf4jrgf8","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CONCEPTUAL_PHYSICS","","30.0","8.2","llb06iem","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ECONOMETRICS","","30.0","6.17","gk0ic9gr","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELECTRICAL_ENGINEERING","","30.0","6.15","vzwnobzr","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELEMENTARY_MATHEMATICS","","30.0","11.3","nzs4n17g","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ABSTRACT_ALGEBRA","42.0","30.0","6.5","ds23iye2","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ANATOMY","42.0","30.0","4.87","935v09wh","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ASTRONOMY","42.0","30.0","5.75","f4a7z2ht","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_COMPUTER_SCIENCE","42.0","30.0","4.12","zw4dj2le","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MATHEMATICS","42.0","30.0","3.98","abu7wb70","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MEDICINE","42.0","30.0","5.82","go2gey2z","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_PHYSICS","42.0","30.0","3.98","uxa8hb1y","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COMPUTER_SECURITY","42.0","30.0","4.03","hi4i5j43","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CONCEPTUAL_PHYSICS","42.0","30.0","5.32","snjt3den","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ECONOMETRICS","42.0","30.0","4.3","2f223w1k","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELECTRICAL_ENGINEERING","42.0","30.0","4.08","kb83ikii","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELEMENTARY_MATHEMATICS","42.0","30.0","8.33","ud3ssvfc","AlgPrompt","False"
"StablePrompt-RAE","mmlu","FORMAL_LOGIC","42.0","30.0","4.67","uxupg9uv","AlgPrompt","False"
"StablePrompt-RAE","mmlu","GLOBAL_FACTS","42.0","30.0","3.63","2eixgqdx","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_BIOLOGY","42.0","30.0","6.95","z1xfn7rj","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_CHEMISTRY","42.0","30.0","5.98","y6z5702e","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_COMPUTER_SCIENCE","42.0","30.0","3.98","tw2bef9o","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_EUROPEAN_HISTORY","42.0","30.0","8.08","z9ztt3ku","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_GEOGRAPHY","42.0","30.0","4.87","jr14yj8v","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","42.0","30.0","5.13","zpld1f7c","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MACROECONOMICS","42.0","30.0","7.9","oezrmvwk","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MATHEMATICS","42.0","30.0","6.48","hnws59g7","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MICROECONOMICS","42.0","30.0","5.67","s55k9pqa","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_PHYSICS","42.0","30.0","5.18","qax08j7x","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_PSYCHOLOGY","42.0","30.0","10.17","izzyqa9w","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_STATISTICS","42.0","30.0","6.1","ttth95h9","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_US_HISTORY","42.0","30.0","8.45","ciasykxg","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_WORLD_HISTORY","42.0","30.0","11.5","05dglm4n","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HUMAN_AGING","42.0","30.0","5","6q7w7t9k","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HUMAN_SEXUALITY","42.0","30.0","3.75","6aewnqco","AlgPrompt","False"
"StablePrompt-RAE","mmlu","INTERNATIONAL_LAW","42.0","30.0","4.4","mavxxabm","AlgPrompt","False"
"StablePrompt-RAE","mmlu","JURISPRUDENCE","42.0","30.0","3.68","tbbflsw4","AlgPrompt","False"
"StablePrompt-RAE","mmlu","LOGICAL_FALLACIES","42.0","30.0","4.65","487nxqtp","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MACHINE_LEARNING","42.0","30.0","3.95","gxi9e0kz","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MANAGEMENT","42.0","30.0","3.53","anf1xoab","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MARKETING","42.0","30.0","5.53","m2bvgylz","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MEDICAL_GENETICS","42.0","30.0","3.67","0ge2binw","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MISCELLANEOUS","42.0","30.0","12.53","945wfack","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MORAL_DISPUTES","42.0","30.0","7.47","v2gup6zr","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MORAL_SCENARIOS","42.0","30.0","17.4","7cx4nt5o","AlgPrompt","False"
"StablePrompt-RAE","mmlu","NUTRITION","42.0","30.0","6.97","q6pzcn13","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PHILOSOPHY","42.0","30.0","6.78","0y5rkwwo","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PREHISTORY","42.0","30.0","7.18","7z56gxe6","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_ACCOUNTING","42.0","30.0","7.4","iav3ecrn","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_LAW","42.0","30.0","45.4","lar7co0t","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_MEDICINE","42.0","30.0","8.77","l2cc7oqq","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_PSYCHOLOGY","42.0","30.0","12.67","zzp378wq","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PUBLIC_RELATIONS","42.0","30.0","3.87","g69dg8eq","AlgPrompt","False"
"StablePrompt-RAE","mmlu","SECURITY_STUDIES","42.0","30.0","7.45","tvfzbl3c","AlgPrompt","False"
"StablePrompt-RAE","mmlu","SOCIOLOGY","42.0","30.0","5.05","0m94ieog","AlgPrompt","False"
"StablePrompt-RAE","mmlu","US_FOREIGN_POLICY","42.0","30.0","3.67","n2u70jcd","AlgPrompt","False"
"StablePrompt-RAE","mmlu","VIROLOGY","42.0","30.0","4.97","vtv67zdl","AlgPrompt","False"
"StablePrompt-RAE","mmlu","WORLD_RELIGIONS","42.0","30.0","4.43","im1rnrfm","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ABSTRACT_ALGEBRA","42.0","30.0","4.33","m3ph287v","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ANATOMY","42.0","30.0","4.23","stgzjyl7","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ASTRONOMY","42.0","30.0","4.57","bt6zyhjy","AlgPrompt","False"
"StablePrompt-RAE","mmlu","BUSINESS_ETHICS","42.0","30.0","3.68","gcwg00xd","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CLINICAL_KNOWLEDGE","42.0","30.0","6.18","k46se5w5","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_BIOLOGY","42.0","30.0","4.5","y1c844or","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_CHEMISTRY","42.0","30.0","3.67","k4mxdxb7","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_COMPUTER_SCIENCE","42.0","30.0","4.12","yjknm651","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MATHEMATICS","42.0","30.0","3.9","povk0h6f","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MEDICINE","42.0","30.0","5.93","yr1bsyyh","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_PHYSICS","42.0","30.0","3.87","ur1jxrg5","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COMPUTER_SECURITY","42.0","30.0","4.1","11yynh42","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CONCEPTUAL_PHYSICS","42.0","30.0","5.5","1czg6ab3","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ECONOMETRICS","42.0","30.0","4.28","limnb5y3","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELECTRICAL_ENGINEERING","42.0","30.0","4.28","apzsipl6","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELEMENTARY_MATHEMATICS","42.0","30.0","8.32","9n0x9zv2","AlgPrompt","False"
"StablePrompt-RAE","mmlu","FORMAL_LOGIC","42.0","30.0","4.67","oz83ria4","AlgPrompt","False"
"StablePrompt-RAE","mmlu","GLOBAL_FACTS","42.0","30.0","3.72","u4hbfpln","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_BIOLOGY","42.0","30.0","6.87","fmdsweev","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_CHEMISTRY","42.0","30.0","5.85","ikxwgvwg","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_COMPUTER_SCIENCE","42.0","30.0","4.05","d23u5fw3","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_EUROPEAN_HISTORY","42.0","30.0","8","265lq5z8","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_GEOGRAPHY","42.0","30.0","5.02","3iq1lv9y","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","42.0","30.0","5.3","66hsi90o","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MACROECONOMICS","42.0","30.0","8.03","1a52626p","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MATHEMATICS","42.0","30.0","6.5","t9vff28d","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MICROECONOMICS","42.0","30.0","5.95","p47kscn7","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_PHYSICS","42.0","30.0","5.13","6ayeiz9a","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_PSYCHOLOGY","42.0","30.0","10.37","nkjolpt4","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_STATISTICS","42.0","30.0","6.05","5ogon63o","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_US_HISTORY","42.0","30.0","8.47","2c8eozuo","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_WORLD_HISTORY","42.0","30.0","11.45","yf5i9qrt","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HUMAN_AGING","42.0","30.0","5.17","rcrajve2","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HUMAN_SEXUALITY","42.0","30.0","3.82","sronoml3","AlgPrompt","False"
"StablePrompt-RAE","mmlu","INTERNATIONAL_LAW","42.0","30.0","4.52","bzzbsusw","AlgPrompt","False"
"StablePrompt-RAE","mmlu","JURISPRUDENCE","42.0","30.0","3.77","bu2yh6e6","AlgPrompt","False"
"StablePrompt-RAE","mmlu","LOGICAL_FALLACIES","42.0","30.0","4.65","cgmj0ovy","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MACHINE_LEARNING","42.0","30.0","3.92","6c02h0hl","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MANAGEMENT","42.0","30.0","3.5","qxsahotq","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MARKETING","42.0","30.0","5.57","e3caryeu","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MEDICAL_GENETICS","42.0","30.0","3.65","ohsudbzt","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MISCELLANEOUS","42.0","30.0","12.93","glvwvqqo","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MORAL_DISPUTES","42.0","30.0","7.52","njl76qye","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MORAL_SCENARIOS","42.0","30.0","17.55","km3do40i","AlgPrompt","False"
"StablePrompt-RAE","mmlu","NUTRITION","42.0","30.0","6.9","ek8ro07p","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PHILOSOPHY","42.0","30.0","7.02","3uyjbfdn","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PREHISTORY","42.0","30.0","7.33","j8e9s55z","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_ACCOUNTING","42.0","30.0","7.4","24k8n30y","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_LAW","42.0","30.0","45.35","9xal8yfk","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_MEDICINE","42.0","30.0","8.77","pz2yaxg1","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_PSYCHOLOGY","42.0","30.0","12.9","h8pxvxna","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PUBLIC_RELATIONS","42.0","30.0","4.03","osmhu3r5","AlgPrompt","False"
"StablePrompt-RAE","mmlu","SECURITY_STUDIES","42.0","30.0","7.62","ie0fhf79","AlgPrompt","False"
"StablePrompt-RAE","mmlu","SOCIOLOGY","42.0","30.0","5.27","df3030k3","AlgPrompt","False"
"StablePrompt-RAE","mmlu","US_FOREIGN_POLICY","42.0","30.0","3.72","ae5ugm8o","AlgPrompt","False"
"StablePrompt-RAE","mmlu","VIROLOGY","42.0","30.0","5.13","kubva3cd","AlgPrompt","False"
"StablePrompt-RAE","mmlu","WORLD_RELIGIONS","42.0","30.0","4.43","3ae696kq","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ABSTRACT_ALGEBRA","42.0","30.0","5.32","hho995yk","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ANATOMY","42.0","30.0","2.9","exr96f6h","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ASTRONOMY","42.0","30.0","3.05","xh2xhkj4","AlgPrompt","False"
"StablePrompt-RAE","mmlu","BUSINESS_ETHICS","42.0","30.0","2.62","ljatv6s0","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CLINICAL_KNOWLEDGE","42.0","30.0","4.03","ui150pgf","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_BIOLOGY","42.0","30.0","3.02","vokpg9wh","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_CHEMISTRY","42.0","30.0","2.48","b428lmha","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_COMPUTER_SCIENCE","42.0","30.0","2.78","fgpjzkr8","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MATHEMATICS","42.0","30.0","2.68","tdebr732","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_MEDICINE","42.0","30.0","3.75","sai2xt5c","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COLLEGE_PHYSICS","42.0","30.0","2.68","6oeaxn2n","AlgPrompt","False"
"StablePrompt-RAE","mmlu","COMPUTER_SECURITY","42.0","30.0","2.77","l7krk4lr","AlgPrompt","False"
"StablePrompt-RAE","mmlu","CONCEPTUAL_PHYSICS","42.0","30.0","3.65","tlogrbhf","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ECONOMETRICS","42.0","30.0","2.8","uwnwhtas","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELECTRICAL_ENGINEERING","42.0","30.0","2.88","ttbc3oaa","AlgPrompt","False"
"StablePrompt-RAE","mmlu","ELEMENTARY_MATHEMATICS","42.0","30.0","5","y5ukq80l","AlgPrompt","False"
"StablePrompt-RAE","mmlu","FORMAL_LOGIC","42.0","30.0","3.03","44fp4fup","AlgPrompt","False"
"StablePrompt-RAE","mmlu","GLOBAL_FACTS","42.0","30.0","2.58","rplms2sg","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_BIOLOGY","42.0","30.0","4.32","xbzpfwao","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_CHEMISTRY","42.0","30.0","3.75","aqlysomr","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_COMPUTER_SCIENCE","42.0","30.0","2.75","n8bh9eoo","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_EUROPEAN_HISTORY","42.0","30.0","4.67","gv7f159p","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_GEOGRAPHY","42.0","30.0","3.32","n85dby9z","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_GOVERNMENT_AND_POLITICS","42.0","30.0","3.52","js0xq5m8","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MACROECONOMICS","42.0","30.0","5.02","g99kvafr","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MATHEMATICS","42.0","30.0","4.18","bd4i3pav","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_MICROECONOMICS","42.0","30.0","3.77","xoue7p0s","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_PHYSICS","42.0","30.0","3.27","lido8glg","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_PSYCHOLOGY","42.0","30.0","6.4","9sf06ymq","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_STATISTICS","42.0","30.0","3.83","sc83vm5z","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_US_HISTORY","42.0","30.0","4.78","q6zh5t6a","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HIGH_SCHOOL_WORLD_HISTORY","42.0","30.0","6.33","h3rozwrx","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HUMAN_AGING","42.0","30.0","3.47","rk41n4a7","AlgPrompt","False"
"StablePrompt-RAE","mmlu","HUMAN_SEXUALITY","42.0","30.0","2.7","cp96k24t","AlgPrompt","False"
"StablePrompt-RAE","mmlu","INTERNATIONAL_LAW","42.0","30.0","2.85","92powlid","AlgPrompt","False"
"StablePrompt-RAE","mmlu","JURISPRUDENCE","42.0","30.0","2.75","itrn633p","AlgPrompt","False"
"StablePrompt-RAE","mmlu","LOGICAL_FALLACIES","42.0","30.0","3.13","j8m5jz30","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MACHINE_LEARNING","42.0","30.0","2.75","ss9wdim0","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MANAGEMENT","42.0","30.0","2.57","iv6tt55r","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MARKETING","42.0","30.0","3.67","zvbm3exx","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MEDICAL_GENETICS","42.0","30.0","2.6","kgk5nh8g","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MISCELLANEOUS","42.0","30.0","7.73","v5640smi","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MORAL_DISPUTES","42.0","30.0","4.65","ydrypu89","AlgPrompt","False"
"StablePrompt-RAE","mmlu","MORAL_SCENARIOS","42.0","30.0","9.55","u083i9q2","AlgPrompt","False"
"StablePrompt-RAE","mmlu","NUTRITION","42.0","30.0","4.3","0a0p11io","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PHILOSOPHY","42.0","30.0","4.3","2gmi2lwz","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PREHISTORY","42.0","30.0","4.32","ndqoel4r","AlgPrompt","False"
"StablePrompt-RAE","mmlu","PROFESSIONAL_ACCOUNTING","42.0","30.0","4.43","7ldqkha7","AlgPrompt","False"
